"","X","KeySignatureConfidence","Tempo","TimeSignature","TimeSignatureConfidence","Title","Year","ArtistFamiliarity","Hotness","end_of_fade_in","key","Loudness","mode","mode_confidence","rank","hit"
"2244",2244,0.273,"100.74",5,1,"a different corner",1986,0.80310546991,"0.545730700114",0.183,"8",-14.136,0,0.581,98,0
"2245",2245,0.619,"166.864",4,0.624,"goodbye",2009,0.60236057544,"0.383249214185",0.311,"7",-12.137,1,0.49,96,0
"2246",2246,0.463,"129.984",4,0.005,"one more chance",1995,0.827776802195,"0.537799608198",0.421,"9",-6.255,0,0.487,23,1
"2247",2247,0.191,"158.082",4,0.565,"la bamba",1987,0.397466551665,"0.0",0.309,"0",-7.26,1,0.523,11,1
"2248",2248,0.518,"158.311",4,0,"you",2007,0.742098566521,"0.427419670574",0.287,"9",-19.77,0,0.564,40,1
"2249",2249,0.37,"147.145",1,0,"head over heels",1985,0.681816050235,"0.463726745453",0.107,"4",-5.039,0,0.315,60,0
"2250",2250,0.628,"139.988",4,0.445,"good morning starshine",1969,0.558903438237,"0.399441721879",0.177,"0",-13.558,1,0.378,43,1
"2251",2251,0.153,"155.019",4,0.601,"hot girls in love",1983,0.639255927011,"0.537487504698",0,"4",-7.047,1,0.259,75,0
"2252",2252,0.326,"121.952",4,1,"hold on",1995,0.547083536604,"0.352189383611",0.13,"7",-6.759,1,0.438,52,0
"2253",2253,0.934,"72.594",1,0.722,"the power",1990,0.718810209965,"0.463900094792",2.334,"10",-7.426,0,0.777,26,1
"2254",2254,0.861,"90.169",4,0.658,"the air that i breathe",1974,0.691605411986,"0.457834920227",0.311,"4",-16.191,1,0.649,50,0
"2255",2255,0.718,"149.764",3,0.807,"dandy",1966,0.578707219489,"0.40753292564",0.287,"7",-15.846,1,0.847,91,0
"2256",2256,0.427,"83.745",4,0.631,"incomplete",2005,0.619206537657,"0.14468466091",0.233,"1",-4.697,1,0.401,64,0
"2257",2257,0.667,"113.011",4,0.564,"over you",1968,0.668667649855,"0.474403060294",0.369,"6",-6.228,0,0.694,73,0
"2258",2258,0.048,"111.476",4,1,"rub you the right way",1990,0.592996701977,"0.377213619883",0,"1",-6.401,1,0.135,23,1
"2259",2259,0.309,"196.142",4,0.685,"believe",1999,0.574217407248,"0.422079505368",0.212,"2",-7.038,1,0.399,1,1
"2260",2260,0.812,"91.54",3,1,"december",1995,0.768402334311,"0.627111663814",3.855,"0",-16.603,1,0.631,41,1
"2261",2261,0.791,"94.723",4,0.9,"slam",1993,0.51990257141,"0.317571482689",0.178,"4",-10.605,0,0.696,37,1
"2262",2262,0.441,"150.037",4,0.841,"say it",1998,0.686576735592,"0.453552538784",0,"11",-3.146,1,0.391,45,1
"2264",2264,0.643,"124.045",3,1,"africa",1983,0.660889236211,"0.440174159319",2.2,"6",-3.943,1,0.615,24,1
"2265",2265,0.603,"91.301",3,1,"mesmerize",2003,0.307647603012,"0.198703353419",0.763,"9",-6.543,0,0.401,25,1
"2266",2266,0,"86.169",4,0.555,"all i wanna do",1995,0.324128628318,"0.191193993486",0,"4",-15.927,1,0,67,0
"2267",2267,0.515,"145.968",1,0,"romeo",1990,0.667898813691,"0.450526468014",0.433,"0",-6.908,1,0.621,80,0
"2268",2268,0.367,"142.279",4,1,"baby",2010,0.498516073512,"0.328441782021",0,"6",-6.288,1,0.451,44,1
"2269",2269,0.893,"137.049",4,0.826,"angel",2003,0.67323869066,"0.479204557694",2.961,"0",-13.209,1,0.696,69,0
"2270",2270,0.533,"202.148",1,0,"vehicle",1970,0.441926385753,"0.4207951586",0.348,"10",-6.325,0,0.522,85,0
"2271",2271,0.072,"80.259",3,0.769,"amazing grace",1971,0.632894057534,"0.471146456196",0,"0",-13.653,1,0.474,80,0
"2272",2272,0.001,"190.546",4,0,"theme from shaft",1971,0.485614891111,"0.350069422603",0.514,"2",-7.77,1,0.263,89,0
"2273",2273,0.849,"182.731",4,1,"get ready",1970,0.340179166272,"0.319310162442",0,"5",-5.304,1,0.882,8,1
"2274",2274,0.717,"149.899",4,0.712,"have you ever",1999,0.43224839348,"0.264085555991",0.113,"11",-4.708,0,0.582,14,1
"2275",2275,0.343,"141.818",5,0.501,"together forever",1988,0.575840117193,"0.4034245369",0.181,"0",-11.481,1,0.498,44,1
"2277",2277,0.156,"127.957",4,0.689,"let it rock",2009,0.764298922454,"0.525321595832",0.316,"0",-4.431,1,0.437,32,1
"2278",2278,0.584,"134.008",4,0.723,"hold on",1995,0.248837815263,"0.291859633526",0.206,"7",-9.201,0,0.541,52,0
"2279",2279,0.165,"92.69",4,0.861,"all falls down",2004,0.234261758282,"0.416152584294",0.549,"1",-4.84,0,0.238,47,1
"2282",2282,0.565,"98.226",4,0.789,"living for the city",1974,0.712675251311,"0.563362693588",0.473,"1",-5.543,1,0.594,45,1
"2283",2283,0.049,"113.477",4,0.595,"out of my head",1999,0.660401767947,"0.394498756379",0.179,"4",-3.766,0,0.261,88,0
"2285",2285,0.05,"98.187",4,0.673,"tired of being alone",1971,0.796753671721,"0.583647053414",0.077,"7",-10.171,1,0.4,12,1
"2286",2286,0.339,"132.954",7,0.749,"i kissed a girl",2008,0.528815456852,"0.0",0.948,"9",-13.219,0,0.539,14,1
"2288",2288,1,"136.099",4,0.936,"always",1995,0.843526543333,"0.750311503248",2.572,"2",-5.618,1,0.956,17,1
"2289",2289,0.988,"122.529",4,0.313,"king of the road",1965,0.651297540419,"0.417870578149",0,"11",-11.233,1,0.674,12,1
"2290",2290,0.174,"95.228",5,0.876,"obsession",1985,0.610115035005,"0.35286575248",0.136,"10",-17.758,0,0.42,56,0
"2291",2291,0.085,"171.067",4,0.298,"love in this club",2008,0.703200978422,"0.511482719374",0.131,"11",-7.014,1,0.569,8,1
"2292",2292,0.159,"157.582",4,0.988,"southside",2004,0.892622638948,"0.630603750039",0,"1",-6.375,1,0.347,84,0
"2293",2293,0.515,"133.881",4,0.242,"i believe",1995,0.639999317102,"0.507330127982",0,"9",-10.872,1,0.353,27,1
"2294",2294,0.664,"90.452",5,0.378,"dangerous",2008,0.551537248195,"0.318848793106",0.328,"2",-7.718,1,0.512,29,1
"2295",2295,0.031,"138.816",1,0,"down",2010,0.525390224571,"0.385585787687",0,"7",-5.112,1,0.314,41,1
"2296",2296,0.73,"124.464",4,1,"alone",1987,0.587241877336,"0.462745414887",0.2,"0",-15.531,1,0.657,2,1
"2297",2297,0.248,"123.207",4,0.366,"september",1979,0.752058096237,"0.486370509746",0.213,"0",-6.441,1,0.427,78,0
"2298",2298,0.347,"137.904",4,0.991,"always and forever",1978,0.671992294082,"0.502417219797",0,"0",-4.054,1,0.56,75,0
"2299",2299,0.619,"102.828",4,0.173,"come with me",1998,0.611709847336,"0.383944878145",0.194,"10",-10.383,0,0.589,47,1
"2300",2300,0.352,"130.079",4,0.859,"celebration",1981,0.335269011464,"0.292457626313",0.212,"2",-8.992,1,0.301,6,1
"2302",2302,0.656,"88.394",3,0.856,"you and i",1983,0.702425389934,"0.527993113481",0.38,"1",-6.601,0,0.736,12,1
"2303",2303,0.557,"173.955",3,0.936,"election day",1986,0.514105742764,"0.351333440488",0,"4",-12.188,0,0.539,86,0
"2304",2304,0.257,"114.573",4,0,"breaking up is hard to do",1976,0.720842183166,"0.444025681011",0.369,"4",-3.039,1,0.323,91,0
"2305",2305,0.661,"103.958",4,0.086,"here you come again",1978,0.765263787803,"0.594469274524",0.45,"1",-9.962,1,0.679,60,0
"2306",2306,0.115,"170.135",1,0.45,"open your heart",1987,0.605590470164,"0.373237754942",0,"4",-7.295,1,0.134,30,1
"2307",2307,0.154,"125.765",4,0.72,"always",1995,0.443432901296,"0.324340527089",0,"5",-16.133,0,0.419,17,1
"2308",2308,0.582,"132.591",4,0.112,"easy",1977,0.685017577362,"0.504114014884",0.365,"10",-15.019,0,0.63,33,1
"2310",2310,0.662,"133.982",4,0.418,"shine",1994,0.621620585363,"0.375837306976",0.076,"2",-6.097,1,0.683,31,1
"2311",2311,0.92,"184.518",1,0,"1999",1983,0.563013868137,"0.43542906278",0,"11",-7.834,1,0.604,41,1
"2312",2312,0.181,"95.215",4,0.885,"smile",2010,0.680332845947,"0.397803707252",2.432,"9",-5.949,1,0.328,97,0
"2313",2313,0.07,"88.651",3,1,"get down",1973,0.539371690113,"0.357941476825",0.961,"9",-7.82,1,0.396,66,0
"2314",2314,0.458,"153.473",1,0,"to love somebody",1993,0.493267341084,"0.291281233548",0.154,"9",-11.051,1,0.481,83,0
"2315",2315,0.58,"100.405",4,0.045,"true",2005,0.546324404305,"0.343871327365",0.432,"9",-12.821,0,0.618,90,0
"2316",2316,0.438,"91.894",3,0.827,"traces",1969,0.31569241025,"0.263509097299",0.252,"9",-22.154,0,0.524,54,0
"2317",2317,0.605,"199.434",1,0,"summer of 69",1985,0.763010513431,"0.529631879573",1.051,"8",-5.573,1,0.529,74,0
"2318",2318,0.796,"86.021",4,0.954,"hold on",1995,0.60726012883,"0.403000799032",0,"10",-11.049,1,0.562,52,0
"2319",2319,0.108,"125.23",4,0.277,"joy to the world",1971,0.774411519667,"0.641347950577",0.107,"2",-14.746,1,0.262,1,1
"2320",2320,0.304,"111.71",4,0.932,"step by step",1990,0.491071814192,"0.302255689191",0,"1",-8.327,1,0.349,33,1
"2321",2321,0.526,"106.664",1,0.943,"miss you",2003,0.458473586995,"0.345400510124",0.368,"0",-4.658,0,0.588,8,1
"2322",2322,0.676,"163.861",4,0.969,"music",2001,0.659774285003,"0.396826832984",0,"1",-8.357,1,0.682,83,0
"2323",2323,0.797,"107.951",4,0.99,"islands in the stream",1984,0.538401963052,"0.379278435221",0.117,"5",-14.101,1,0.512,56,0
"2324",2324,0.731,"115.375",4,0.857,"liar",1971,0.392215944801,"0.0",0,"1",-5.974,1,0.515,69,0
"2325",2325,0.494,"117.993",4,1,"always",1995,0.757408747805,"0.500247342357",0,"7",-5.42,1,0.525,17,1
"2326",2326,0.26,"130.059",3,0.559,"we belong",1985,0.759875405003,"0.510687057214",2.363,"10",-6.941,0,0.354,39,1
"2327",2327,0.065,"114.815",4,0.592,"say goodbye",2006,0.419312641399,"0.319651458692",0,"10",-8.329,0,0.422,86,0
"2328",2328,0.071,"107.704",4,0.142,"rapture",1981,0.811255199646,"0.531694461638",0.271,"11",-12.35,0,0.233,15,1
"2329",2329,0.613,"191.044",4,0.128,"sometimes",1999,0.501204114007,"0.390202823527",0.304,"5",-5.831,0,0.674,86,0
"2331",2331,0.23,"139.564",4,0.615,"brown sugar",1995,0.814829656133,"0.776037656053",4.725,"7",-5.186,0,0,86,0
"2332",2332,0.319,"129.994",4,0.643,"i love music",1976,0.557879636519,"0.318204865097",0.328,"8",-5.601,1,0.268,52,0
"2333",2333,0.333,"123.217",4,0.857,"this magic moment",1969,0.547325146972,"0.35970936327",0.386,"0",-8.334,1,0.311,56,0
"2334",2334,0.579,"124.974",5,1,"hey baby",2002,0.745489051182,"0.548561355052",0.195,"1",-9.845,1,0.545,32,1
"2335",2335,0.463,"111.971",4,0.706,"after all",1989,0.499197620785,"0.472205752336",2.595,"5",-7.518,0,0.452,79,0
"2336",2336,0.808,"141.412",3,0.471,"lido shuffle",1977,0.612634775094,"0.520554877899",0,"10",-6.191,1,0.51,74,0
"2337",2337,0.789,"159.993",4,0.914,"missing you",2001,0.715753537549,"0.544211079605",2.02,"1",-9.843,1,0.668,49,1
"2339",2339,0.185,"101.946",4,0.205,"crash and burn",2000,0.728209707064,"0.538070295124",0,"9",-3.853,1,0.188,78,0
"2340",2340,0.302,"147.871",4,0.613,"i try",2000,0.742951140449,"0.500485977711",3.698,"2",-12.761,1,0.425,26,1
"2342",2342,0.714,"120.085",4,0.569,"sunny",1966,0.42562724003,"0.0",0.202,"0",-9.808,1,0.569,27,1
"2344",2344,0.641,"93.128",3,0.918,"summertime",1991,0.545016845188,"0.446475000589",4.522,"9",-10.215,0,0.606,38,1
"2345",2345,0.894,"112.184",4,0.527,"amazing grace",1971,0.386362912244,"0.408634735901",0.427,"8",-14.144,1,0.651,80,0
"2346",2346,0.165,"101.929",4,0.622,"another day in paradise",1990,0.655921417588,"0.578301633597",13.897,"6",-11.697,1,0.562,7,1
"2347",2347,0.423,"168.144",4,1,"my life",2008,0.777643654472,"0.162519860389",0,"1",-13.734,0,0.373,88,0
"2348",2348,0.279,"114.252",4,0.419,"crazy",2006,0.641246512443,"0.478822597986",0.351,"0",-7.368,1,0.491,7,1
"2349",2349,0,"124.72",7,0.322,"escape",2002,0.909324833658,"0.677087546712",2.897,"2",-19.416,1,0,57,0
"2350",2350,0.042,"133.039",4,0.006,"children",1996,0.718233175966,"0.451534112571",2.868,"9",-18.657,0,0.348,65,0
"2351",2351,0.32,"125.954",4,0.752,"circus",2009,0.655520652969,"0.451324321492",0,"7",-6.928,1,0.584,27,1
"2352",2352,0,"124.95",4,1,"shout",1985,0.564636543252,"0.445587333529",0,"4",-9.322,0,0.205,21,1
"2354",2354,0.92,"131.035",4,0.328,"saturday night",1976,0.588988037223,"0.360711924533",0.095,"6",-6.787,1,0.66,64,0
"2355",2355,0.227,"118.03",3,1,"cross my broken heart",1987,0.565482350696,"0.391242506015",0.218,"0",-8.043,1,0.363,90,0
"2356",2356,0.574,"120.69",1,0,"until it sleeps",1996,0.853917520657,"0.624765294752",2.171,"9",-8.905,0,0.708,92,0
"2357",2357,0.058,"78.683",5,0.795,"fly away",1999,0.430160300006,"0.132329285523",0,"7",-8.142,1,0.527,29,1
"2358",2358,0.702,"125.972",4,0.692,"lose control",2005,0.506430311551,"0.372616599271",0,"5",-7.265,0,0.614,14,1
"2359",2359,0,"120.03",4,0.525,"always on my mind",1988,0.372292040157,"0.315884139205",0.955,"2",-6.89,0,0,80,0
"2360",2360,0.362,"114.781",4,0.307,"the way you love me",2001,0.785640031695,"0.466120647971",0.292,"11",-8.357,0,0.505,27,1
"2361",2361,0.242,"57.538",1,0,"come undone",1993,0.724556535532,"0.493867712758",3.199,"5",-11.315,1,0.475,41,1
"2362",2362,0.443,"124.867",4,1,"the power of love",1994,0.338093922473,"0.258290686123",0.409,"10",-10.169,1,0.165,4,1
"2363",2363,0.573,"109.915",4,0.952,"someday",2004,0.934935267398,"0.787005468689",0.159,"1",-7.892,0,0.565,17,1
"2364",2364,0.386,"122.34",4,0.393,"these eyes",1969,0.680637854135,"0.407110028149",0.241,"4",-6.635,1,0.509,44,1
"2366",2366,0.382,"116.952",3,0.367,"again",2001,0.513750464783,"0.394004687461",0.102,"8",-7.943,1,0.47,9,1
"2367",2367,0,"161.57",4,0,"victory",1998,0.56827431557,"0.387729141558",0.142,"8",-12.818,0,0.118,68,0
"2369",2369,0.661,"121.247",4,0.365,"my cherie amour",1969,0.417266400312,"0.276198051289",0.316,"0",-9.656,0,0.406,32,1
"2370",2370,0.861,"101.988",3,0.289,"one more chance",1995,0.729688339074,"0.569128289261",2.769,"9",-7.255,1,0.871,23,1
"2371",2371,0.927,"117.735",4,1,"word up",1986,0.571293471867,"0.370578393117",3.396,"6",-6.092,0,0.903,68,0
"2372",2372,0.01,"88.5",4,0.768,"crying",1981,0.506052827757,"0.346779530928",0,"6",-11.962,0,0.163,40,1
"2373",2373,0,"98.919",4,0.609,"desire",1988,0.749373156496,"0.486996306516",4.685,"1",-12.303,1,0,56,0
"2374",2374,0.497,"117.348",4,0.087,"runaway train",1993,0.690080123787,"0.466775621926",0.56,"0",-7.587,1,0.561,22,1
"2375",2375,0.424,"142.972",4,0.792,"sunshine",2004,0.503440632274,"0.326363797419",3.994,"5",-6.316,0,0.514,20,1
"2376",2376,0.243,"97.388",5,1,"amazing",1994,0.573975290361,"0.344705430043",0,"5",-7.036,0,0.333,72,0
"2377",2377,0.745,"90.378",3,0.693,"tragedy",1979,0.503820983194,"0.397711071431",0.14,"1",-11.576,1,0.662,16,1
"2378",2378,0.027,"145.698",4,1,"love song",2008,0.678103258932,"0.448185990992",0,"7",-5.641,0,0.534,7,1
"2379",2379,0.201,"67.609",4,0.453,"again",2001,0.811698706458,"0.570355261605",2.49,"8",-9.344,1,0.405,9,1
"2380",2380,0.873,"137.981",4,0.896,"angel",2003,0.525185182023,"0.365311775847",0.223,"0",-11.023,0,1,69,0
"2381",2381,0.458,"140.525",4,0,"here we go again",1993,0.744020405401,"0.67240252398",2.955,"9",-14.386,1,0.467,59,0
"2382",2382,0.479,"140.932",4,0.682,"the entertainer",1974,0.589896093869,"0.407118940692",0,"0",-18.571,1,0.497,48,1
"2383",2383,0.063,"84.608",4,0.369,"when can i see you",1994,0.734764996636,"0.553991396655",1.094,"2",-12.105,1,0.387,26,1
"2385",2385,0.784,"142.778",4,0.074,"temptation",1991,0.642280769426,"0.411195687878",0.287,"6",-8.796,1,0.648,58,0
"2386",2386,0.21,"102.996",4,0.978,"sara",1986,0.857694330628,"0.46168727186",2.589,"3",-5.246,1,0.359,24,1
"2387",2387,0.626,"118.014",4,0.916,"without me",2002,0.461173480018,"0.294037482967",0,"10",-7.599,0,0.563,21,1
"2388",2388,0.158,"136.594",4,0.695,"hold on",1995,0.502797386483,"0.340099197622",0.223,"9",-2.936,1,0.252,52,0
"2389",2389,0.183,"113.519",4,0.99,"temptation",1991,0.843881639599,"0.510003150203",0,"7",-5.876,1,0.562,58,0
"2390",2390,0.436,"95.974",1,1,"everything",1990,0.495580633066,"0.316660991436",3.46,"5",-13.08,0,0.517,41,1
"2391",2391,0.595,"93.1",4,0.67,"i remember",2008,0.517249578639,"0.340594157526",0.154,"6",-6.589,1,0.553,89,0
"2392",2392,0.75,"106.733",4,0.676,"spanish harlem",1971,0.6805492949,"0.502711007401",4.4,"1",-12.94,1,0.649,49,1
"2393",2393,0.514,"102.578",4,1,"crazy",2006,0.79328795019,"0.493262454605",2.879,"11",-9.129,1,0.437,7,1
"2395",2395,0.75,"117.549",4,0.818,"respect",1967,0.521883058954,"0.349197097617",0.798,"7",-11.194,1,0.613,13,1
"2396",2396,0,"137.887",4,0.757,"sunshine",2004,0.632359595731,"0.392821222924",0.09,"9",-6.192,0,0,20,1
"2398",2398,0.484,"138.4",4,0.461,"simon says",1968,0.529543811592,"0.354853937764",0.432,"9",-16.468,1,0.45,33,1
"2399",2399,0.618,"124.905",4,0.738,"respect",1967,0.511030189724,"0.354164535183",0.206,"0",-13.324,1,0.617,13,1
"2400",2400,0,"140.983",4,0.255,"the great escape",2007,0.721165513667,"0.44082436136",0.322,"11",-4.554,0,0.263,77,0
"2401",2401,0.037,"193.206",4,0.061,"joyride",1991,0.465532748552,"0.199002581506",0.154,"2",-5.774,1,0.34,23,1
"2402",2402,0,"75.891",7,0.831,"nobody but me",1968,0.64160864973,"0.423651573732",0.188,"3",-20.093,1,0,67,0
"2403",2403,0.563,"108.159",4,0.475,"sometimes",1999,0.566236917312,"0.37913348757",0.322,"2",-13.247,1,0.609,86,0
"2404",2404,0,"127.987",4,0.761,"addicted",2008,0.436082813402,"0.363203037399",0,"0",-7.825,1,0.051,97,0
"2405",2405,0.065,"116.705",4,0.416,"heart and soul",1987,0.605420516157,"0.417707455298",0,"2",-5.822,1,0.516,33,1
"2406",2406,0.636,"109.643",5,0.389,"my life",2008,0.580967646088,"0.297156350706",0.127,"11",-4.326,1,0.738,88,0
"2407",2407,0.216,"163.849",4,0.904,"down",2010,0.623466004349,"0.373724293234",0,"2",-10.185,1,0.316,41,1
"2408",2408,0.609,"144.932",4,0.42,"always on my mind",1988,0.743505060903,"0.503136873154",0,"7",-7.59,1,0.652,80,0
"2409",2409,0.14,"75.628",5,0.848,"goodbye",2009,0.527458190332,"0.391064502258",0.369,"2",-13.773,1,0.253,96,0
"2410",2410,0.017,"77.46",7,0.97,"fast car",1988,0.715110953613,"0.458580134648",0.3,"2",-19.998,1,0.227,76,0
"2411",2411,0.62,"66.36",1,0.294,"crazy",2006,0.574746865031,"0.367368690641",3.437,"1",-14.442,1,0.604,7,1
"2412",2412,0.578,"153.652",4,0.314,"trouble",1982,0.509715089489,"0.364587491426",2.345,"4",-7.432,1,0.409,45,1
"2413",2413,0.51,"166.02",4,1,"obsession",1985,0.759790754685,"0.565277134323",0,"1",-3.501,1,0.43,56,0
"2414",2414,0.377,"94.148",1,0,"a groovy kind of love",1988,0.556410013089,"0.396596274818",0.247,"1",-9.082,0,0.419,29,1
"2415",2415,0.64,"121.954",4,0.867,"every breath you take",1983,0.847971995819,"0.634213096047",0,"2",-6.473,1,0.639,1,1
"2416",2416,0.863,"106.093",4,0.542,"sea of love",1985,0.806792249924,"0.517866320087",2.653,"11",-13.483,0,0.707,34,1
"2417",2417,0.035,"86.182",4,0.02,"your love",2010,0.606118645697,"0.409196035655",0.734,"9",-15.518,1,0.406,66,0
"2418",2418,0.55,"97.994",4,0.675,"mercy mercy mercy",1967,0.446578519958,"0.313338323447",0,"7",-5.457,1,0.511,51,0
"2419",2419,0.199,"109.557",4,0.074,"smile",2010,0.608578271305,"0.39772416661",0,"0",-3.275,1,0.261,97,0
"2420",2420,0.657,"140.021",4,0.832,"superstar",2008,0.535392635657,"0.3374268057",0,"8",-5.846,1,0.489,63,0
"2421",2421,0.228,"132.197",4,0.406,"let it whip",1982,0.585245505875,"0.401979404427",5.259,"0",-5.617,1,0.061,24,1
"2422",2422,0.472,"127.995",4,0.708,"do you want me",1991,0.477117767035,"0.0",0,"1",-14.872,1,0.431,98,0
"2423",2423,0.905,"113.638",4,0.474,"open your heart",1987,0.426546386984,"0.202961413515",0.351,"7",-12.624,1,0.843,30,1
"2424",2424,0.755,"120.577",7,0.298,"back in my arms again",1965,0.482277739461,"0.26281663985",0.299,"0",-6.026,1,0.665,37,1
"2425",2425,0.685,"93.602",7,0.434,"love song",2008,0.722298724609,"0.572691358917",0.399,"3",-11.388,1,0.579,7,1
"2426",2426,0.564,"145.152",4,0.233,"born to be wild",1968,0.692283090177,"0.506384449148",0.413,"4",-10.395,0,0.349,31,1
"2427",2427,0,"97.018",4,0.735,"no more",2000,0.546650792419,"0.423949679902",2.322,"11",-5.816,1,0.334,39,1
"2428",2428,0.549,"137.932",4,0.664,"maniac",1983,0.631528267167,"0.37699025214",0.16,"3",-4.561,0,0.372,9,1
"2429",2429,0.634,"93.86",4,0.775,"look into my eyes",1997,0.596172381056,"0.355155449955",0.171,"6",-9.56,1,0.522,47,1
"2430",2430,0.404,"113.345",4,0.588,"until it sleeps",1996,0.852136186667,"0.780334119573",0.305,"1",-4.518,0,0.368,92,0
"2431",2431,0.629,"129.046",4,0.519,"the twelfth of never",1973,0.678491620073,"0.487586346462",0.276,"0",-13.708,1,0.547,99,0
"2432",2432,0.488,"66.501",3,0.639,"slow down",2005,0.48890784838,"0.337736899932",0.102,"4",-27.646,1,0.791,47,1
"2433",2433,0.055,"178.432",1,0,"yes we can can",1973,0.693887091061,"0.443512831682",0.467,"10",-9.227,0,0.168,95,0
"2434",2434,0.259,"103.135",4,0.536,"crazy for you",1985,0.437686289945,"0.37967183857",0,"0",-7.88,1,0.395,9,1
"2435",2435,0.217,"131.998",4,0.061,"someone",1997,0.398535280033,"0.337929277868",0,"0",-4.041,1,0.419,88,0
"2436",2436,0.31,"114.589",4,0.764,"invisible man",1997,0.630453418522,"0.41209046227",0.154,"6",-5.992,0,0.495,45,1
"2437",2437,0.671,"118.11",5,0.414,"say you love me",1976,0.330678564455,"0.0",1.071,"3",-13.04,1,0.636,53,0
"2439",2439,0.538,"171.25",4,0,"loser",1994,0.484667635512,"0.0",0.067,"8",-2.594,0,0.44,50,0
"2440",2440,0.021,"129.397",4,0.735,"bad boy",1986,0.481364201655,"0.373408883162",0,"9",-13.148,1,0.219,79,0
"2441",2441,0.459,"122.538",4,0.214,"she believes in me",1979,0.735370150212,"0.61999595034",0,"5",-14.039,1,0.762,47,1
"2442",2442,0.243,"94.025",4,1,"when doves cry",1984,0.78626800889,"0.496705942843",0,"0",-6.43,1,0.144,1,1
"2443",2443,0.482,"115.087",4,0.901,"right here",1993,0.556868629089,"0.425571088041",2.287,"4",-4.93,0,0.501,29,1
"2444",2444,0.595,"130.006",4,0.677,"black velvet",1990,0.59025847331,"0.510687057214",0.224,"7",-9.19,1,0.605,18,1
"2445",2445,0.456,"69.877",1,1,"missing",1996,0.574178713159,"0.382174928404",0.148,"9",-9.075,0,0.436,12,1
"2446",2446,0.594,"166.03",4,0.203,"close to you",1990,0.675195592886,"0.510995497619",0.219,"2",-12.126,1,0.26,17,1
"2447",2447,0.453,"124.003",4,1,"all my life",1998,0.602466476103,"0.367408574592",0.229,"1",-4.243,1,0.571,7,1
"2448",2448,0.503,"126.162",4,0.722,"i will survive",1979,0.687549908847,"0.627258614097",0.127,"9",-10.733,0,0.611,6,1
